NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
dolomite seal pot,dolomite seal pot,dolomite seal pot,dolomite seal pot,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
porcelain house candle holder,porcelain house candle holder,porcelain house candle holder,porcelain house candle holder,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
porcelain jewelry tray,porcelain jewelry tray,porcelain jewelry tray,porcelain jewelry tray,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
cement candle holder,cement candle holder,cement candle holder,cement candle holder,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
porcelain snow candle holder,porcelain snow candle holder,porcelain snow candle holder,porcelain snow candle holder,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
porcelain  nativity w/LED light,porcelain  nativity w/LED light,porcelain nativity w/LED light,porcelain nativity w/LED light,,,,"Fujian Dehua Faith Win Ceramic Co., Ltd.","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM","Cup & Plate Set,Tabletop Accessories,Tableware,Resin Crafts,Ceramic Crafts; Ceramics, Photo Frame, Decoration; ODM, OEM, OBM"
Universal Wall Mounted Storage Rack Organizer Solution,Universal Wall Mounted Storage Rack Organizer Solution,"Universal Wall Mounted Storage Rack Organizer Solution; Can be attached to the wall by reusable PU glue pad, or magnet. When use at the machine wall, we suggest to use magnet pad, to avoid oil issues affect the glue function.; The theory, use method and function is similar as the pegboard, but our price is much lower and is more easier to assemble.; Customers don’t need to buy a whole big pegboard, ours size is small and convenient use, can buy one unit or assemble multiple racks for large size.; It can be widely used indoor and outdoor, for kitchen, bathroom, factory machine etc. can avoid clutter making a mess of the tools and wasting time to look for tools.; We have six different fastening hooks accessories , every country is different, if you want any other hooks or bins, please let us know, we can customize it for you.","Universal Wall Mounted Storage Rack Organizer Solution; Can be attached to the wall by reusable PU glue pad, or magnet. When use at the machine wall, we suggest to use magnet pad, to avoid oil issues affect the glue function.; The theory, use method and function is similar as the pegboard, but our price is much lower and is more easier to assemble.; Customers don’t need to buy a whole big pegboard, ours size is small and convenient use, can buy one unit or assemble multiple racks for large size.; It can be widely used indoor and outdoor, for kitchen, bathroom, factory machine etc. can avoid clutter making a mess of the tools and wasting time to look for tools.; We have six different fastening hooks accessories , every country is different, if you want any other hooks or bins, please let us know, we can customize it for you.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
TH-2206 Low Price Convenient Strong Ladder Chair,TH-2206 Low Price Convenient Strong Ladder Chair,"TH-2206 Low Price Convenient Strong Ladder Chair; *Chair and Ladder two in one with very strong strength.; *Material is strong plastic +iron steel with competitive price, the other wooden ladder chair or other similar chair in the market is very expensive; *Chair base and back are assembled okay before shipping, only need to assemble the back to the base after receiving the package. It's very easy.; *And the carton size is small.; *Our chair ladder is very strong can hold up to 300 kgs (600 lbs) with iron steel structure.","TH-2206 Low Price Convenient Strong Ladder Chair; *Chair and Ladder two in one with very strong strength.; *Material is strong plastic +iron steel with competitive price, the other wooden ladder chair or other similar chair in the market is very expensive; *Chair base and back are assembled okay before shipping, only need to assemble the back to the base after receiving the package. It's very easy.; *And the carton size is small.; *Our chair ladder is very strong can hold up to 300 kgs (600 lbs) with iron steel structure.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Shoes and Accessories Storage Box,Shoes and Accessories Storage Box,Shoes and Accessories Storage Box,Shoes and Accessories Storage Box,,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Screen shelf Wall Mounted TV Top Shelf,Screen shelf Wall Mounted TV Top Shelf,"TH-2102  Wall Mounted TV Top Shelf; *No screw or tape need, just insert the two legs then put on the wall TV top, easy to use.; *Can store many stuffs on the shelf.; *The back of the wall mounted TV is very difficult to clean, this shelf can also prevent dust, protect TV, increase the lifetime of your TV","TH-2102  Wall Mounted TV Top Shelf; *No screw or tape need, just insert the two legs then put on the wall TV top, easy to use.; *Can store many stuffs on the shelf.; *The back of the wall mounted TV is very difficult to clean, this shelf can also prevent dust, protect TV, increase the lifetime of your TV",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Multipurpose Folding Box,Multipurpose Folding Box,Multipurpose Folding Box,Multipurpose Folding Box,,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Patent Adjustable Shoe Stand,Patent Adjustable Shoe Stand,"Patent Adjustable Shoe Stand; Our shoe stand is different from the other similar products. Our version is very good. It can be adjusted to different angle(space) quickly and easily using the patent gear structure design. Just press down and pull open, and it’s taller to fit higher shoes.","Patent Adjustable Shoe Stand; Our shoe stand is different from the other similar products. Our version is very good. It can be adjusted to different angle(space) quickly and easily using the patent gear structure design. Just press down and pull open, and it’s taller to fit higher shoes.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Multifunction Foldable Invisible Hook,Multifunction Foldable Invisible Hook,"We know markets have similar Foldable Hook, it sells well but their price is very expensive.; Our design will keep the higher quality with very competitive affordable price; FOLDABLE DESIGN: The hooks can be easily folded into a very small size, perfect for use in places with little space, save space.; MULTIFUNCTIONAL HOOKS: Wall mounted holder can be used in different places such as bathroom, kitchen, living room and hall. You can hang towels, clothes, rags, hats, headphones, scarves, bags, umbrellas and so on. It can also be used as decorations to make your life more colorful.; EASY TO INSTALL: Compact design, and easy to install on any wall or surface with screw or traceless strong sticker.; EXCELLENT WORKMANSHIP: hooks are exquisitely crafted with rounded corners, smooth surfaces, and a very nice hand feel that makes you love them.; COLOR: Black, White or Gray.; LOAD WEIGHT: sticker about 3 kg. screw about 10 kg.(one screw + one plastic anchor); Also have the magnetic adsorption.; MATERIAL: ABS; SIZE: L 7x W2.4 x H 1.5 cm.","We know markets have similar Foldable Hook, it sells well but their price is very expensive.; Our design will keep the higher quality with very competitive affordable price; FOLDABLE DESIGN: The hooks can be easily folded into a very small size, perfect for use in places with little space, save space.; MULTIFUNCTIONAL HOOKS: Wall mounted holder can be used in different places such as bathroom, kitchen, living room and hall. You can hang towels, clothes, rags, hats, headphones, scarves, bags, umbrellas and so on. It can also be used as decorations to make your life more colorful.; EASY TO INSTALL: Compact design, and easy to install on any wall or surface with screw or traceless strong sticker.; EXCELLENT WORKMANSHIP: hooks are exquisitely crafted with rounded corners, smooth surfaces, and a very nice hand feel that makes you love them.; COLOR: Black, White or Gray.; LOAD WEIGHT: sticker about 3 kg. screw about 10 kg.(one screw + one plastic anchor); Also have the magnetic adsorption.; MATERIAL: ABS; SIZE: L 7x W2.4 x H 1.5 cm.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Multi-functional Wave Retractable Hidden Wall Mounted Clothes Hanger,Multi-functional Wave Retractable Hidden Wall Mounted Clothes Hanger,"Multi-functional Wave Retractable Hidden Wall Hanger; *Can be used individually or with a rod for accommodating more clothes and items.; *Multi-Function, can be used in many indoor and outdoor places, like window side pillar, bedroom, laundry room, bathroom, wardrobe, storage room, balcony, kitchen, showroom, etc..; *Easy Installation: with screw or tape. Peel and stick. Heavy duty self-adhesive tape apply to smooth surface such as glass, metal, plastic, ceramic tile, wooden wall, marble etc.; *With wave-shaped iron clothes rails keep items evenly spaced .; *Unique design with Level for easily align and properly mounting to the wall.; *Keep clothes dry and neat. Save space, storage convenience.","Multi-functional Wave Retractable Hidden Wall Hanger; *Can be used individually or with a rod for accommodating more clothes and items.; *Multi-Function, can be used in many indoor and outdoor places, like window side pillar, bedroom, laundry room, bathroom, wardrobe, storage room, balcony, kitchen, showroom, etc..; *Easy Installation: with screw or tape. Peel and stick. Heavy duty self-adhesive tape apply to smooth surface such as glass, metal, plastic, ceramic tile, wooden wall, marble etc.; *With wave-shaped iron clothes rails keep items evenly spaced .; *Unique design with Level for easily align and properly mounting to the wall.; *Keep clothes dry and neat. Save space, storage convenience.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Trolley Shelf,Trolley Shelf,Trolley Shelf,Trolley Shelf,,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Screen Shelf for TV and Computer,Screen Shelf for TV and Computer,Screen Shelf for TV and Computer,Screen Shelf for TV and Computer,,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
"Beautiful Indoor Flower Plant Pot Stand W/ drip tray 3 ,4 , 5 tier and Storage Shelf","Beautiful Indoor Flower Plant Pot Stand W/ drip tray 3 ,4 , 5 tier and Storage Shelf","TH-2209 Beautiful Indoor Flower Plant Pot Stand W/ drip tray 3 ,4 , 5 tier and Storage Shelf; *With slide in drip tray, keep floor clean, and water is recyclable.; *All the shelves’ position (direction) are adjustable alternate arrangement , can allow the plants/flower grow as high as possible, they  don’t  interfere with each other.; *It is multi functional, also can be used as a storage shelf stand for organization.; *Package size is small.","TH-2209 Beautiful Indoor Flower Plant Pot Stand W/ drip tray 3 ,4 , 5 tier and Storage Shelf; *With slide in drip tray, keep floor clean, and water is recyclable.; *All the shelves’ position (direction) are adjustable alternate arrangement , can allow the plants/flower grow as high as possible, they  don’t  interfere with each other.; *It is multi functional, also can be used as a storage shelf stand for organization.; *Package size is small.",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
Two Tier Angle Free Change Shelf  Multifunction Countertop Organizer  Smart Moveable Small Table,Two Tier Angle Free Change Shelf  Multifunction Countertop Organizer  Smart Moveable Small Table,"Multifunction Countertop Organizer, Smart Moveable Small Table, Angle Free Change Shelf for Kitchen, Bathroom, Living room, Spice Rack, Coffee Area, Over Sink, Dresser Table etc.,; Attached please find the video and catalogue for your reference.; This product sells very well at the market, the similar ones in the market is made of MDF which is damp easily, will broke in short time. Ours made of durable plastic can last for a very long time .; The high impact plastic is water resistant, and the price is much lower than the MDF version , ours is only about US$3.4/pc, the price is very competitive,(if you have target price, please also let us know). You can check the price at the market （AMAZON）which is very expensive.; The components sizes are small which cause the package is very compact to save the shipping fee.; board size is about L12.6""xW6.1""xH0.71"" x 2pcs, leg L 12.2” x2pcs, leg 7.1” x4pcs, leg 5” x1 pcs.; About this item; GREAT SPACE SAVER; The kitchen organization and storage cabinet is moveable, you can use it turned like a rustic corner shelf or you can straighten it out and use it as a regular tiered shelf. Versatile design can surprise you by adding about 30% more space for your countertop.; MULTIFUNCTIONAL KITCHEN ORGANIZERS; The small corner shelf is perfect as spice rack, coffee station organizer, over sink shelf, bathroom countertop organizer, plant stand which is a real hero that make your home well organized.; LOOKS GREAT, WORKS GREAT; This small shelf organizer not only does amazing job of creating space for your kitchen storage but also a cute corner to look at. Different height corner shelf with black metal tub legs make it kind of classic look allows you to put larger things in one area, and smaller things in different areas, so pretty much everything fits within the shelving space.; MORE STEADY AND STABLE; With strong metal tubs make this kitchen organizer more stable and durable, also these 5 metal non-slip feet can protect your countertop surface better.; EASY TO ASSEMBLE & CLEAN; The kitchen organization shelf rack can be easily assembled with the instruction and the tool your need included. You can wipe this small kitchen organization with damp cloth for easy care.; GREAT GIFT IDEA; The counter shelf can be a great gift choice for your friends on various occasions.; Size: Top 32x15.5x1.8cm(12.6”X6.1x0.71”), the long leg is 31cm(12.2”), the short leg is 18 cm (7.1”).","Multifunction Countertop Organizer, Smart Moveable Small Table, Angle Free Change Shelf for Kitchen, Bathroom, Living room, Spice Rack, Coffee Area, Over Sink, Dresser Table etc.,; Attached please find the video and catalogue for your reference.; This product sells very well at the market, the similar ones in the market is made of MDF which is damp easily, will broke in short time. Ours made of durable plastic can last for a very long time .; The high impact plastic is water resistant, and the price is much lower than the MDF version , ours is only about US$3.4/pc, the price is very competitive,(if you have target price, please also let us know). You can check the price at the market （AMAZON）which is very expensive.; The components sizes are small which cause the package is very compact to save the shipping fee.; board size is about L12.6""xW6.1""xH0.71"" x 2pcs, leg L 12.2” x2pcs, leg 7.1” x4pcs, leg 5” x1 pcs.; About this item; GREAT SPACE SAVER; The kitchen organization and storage cabinet is moveable, you can use it turned like a rustic corner shelf or you can straighten it out and use it as a regular tiered shelf. Versatile design can surprise you by adding about 30% more space for your countertop.; MULTIFUNCTIONAL KITCHEN ORGANIZERS; The small corner shelf is perfect as spice rack, coffee station organizer, over sink shelf, bathroom countertop organizer, plant stand which is a real hero that make your home well organized.; LOOKS GREAT, WORKS GREAT; This small shelf organizer not only does amazing job of creating space for your kitchen storage but also a cute corner to look at. Different height corner shelf with black metal tub legs make it kind of classic look allows you to put larger things in one area, and smaller things in different areas, so pretty much everything fits within the shelving space.; MORE STEADY AND STABLE; With strong metal tubs make this kitchen organizer more stable and durable, also these 5 metal non-slip feet can protect your countertop surface better.; EASY TO ASSEMBLE & CLEAN; The kitchen organization shelf rack can be easily assembled with the instruction and the tool your need included. You can wipe this small kitchen organization with damp cloth for easy care.; GREAT GIFT IDEA; The counter shelf can be a great gift choice for your friends on various occasions.; Size: Top 32x15.5x1.8cm(12.6”X6.1x0.71”), the long leg is 31cm(12.2”), the short leg is 18 cm (7.1”).",,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
LCD Monitor Holder,LCD Monitor Holder,LCD Monitor Holder,LCD Monitor Holder,,,,Tsai Thing Int'l Technology Ltd.,"Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM","Storage Box,Storage Rack,Household Hook,Storage Basket,Hanger,Drying Rack,Home Storage & Organisation,Desk Organiser,Towel Rail,Computer Peripherals & Accessories; Multifunction Lazy Susan, Foldable Invisible Hook, Bed Side Table. etc., storage shelf and organizer.; OEM, Others, OBM, ODM"
