NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
Poppy Seed Paper Writing Notebook,Poppy Seed Paper Writing Notebook,This notebook uses paper made from corn poppy seeds and the pages can be planted into flowers. It has a kraft paper cover with black foil stamp and offers 96 sheets for writing on. The seed paper notebook comes in a lovely flower design and is excellent for using as a gift.,This notebook uses paper made from corn poppy seeds and the pages can be planted into flowers. It has a kraft paper cover with black foil stamp and offers 96 sheets for writing on. The seed paper notebook comes in a lovely flower design and is excellent for using as a gift.,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Spiral Binding Waterproof Paper Student Accessories Washable Kraft Paper Notebooks With PP Ruler,Spiral Binding Waterproof Paper Student Accessories Washable Kraft Paper Notebooks With PP Ruler,eco friendly; multifunctional; washable kraft paper; spiral notebook; water proof; textured paper; removable pp ruler; silk screen printing; student notebook; stamping foil,eco friendly; multifunctional; washable kraft paper; spiral notebook; water proof; textured paper; removable pp ruler; silk screen printing; student notebook; stamping foil,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Silk Screen Prints Logo Foil Stamping School PP Notebook With PP Snap Button Pocket,Silk Screen Prints Logo Foil Stamping School PP Notebook With PP Snap Button Pocket,pp cover notebook; spiral pp notebook; soft touch lamination; silk screen printing; stamping foil; multi function notebook,pp cover notebook; spiral pp notebook; soft touch lamination; silk screen printing; stamping foil; multi function notebook,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Sketch Book,Sketch Book,Sketch Book,Sketch Book,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Seed Paper Flower Design Notebook,Seed Paper Flower Design Notebook,Seed Paper Flower Design Notebook,Seed Paper Flower Design Notebook,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Upset Duck Sprial Notebook,Upset Duck Sprial Notebook,"Upset Duck Series; AP Group is the top notebook, diary, journal, calendar, planner etc manufacturer in China and Vietnam. AP Group has passed the audit of BSCI, SEDEX, DISNEY, WALMART，NBCU and also has the certificate of FSC, PEFC, GRS.","Upset Duck Series; AP Group is the top notebook, diary, journal, calendar, planner etc manufacturer in China and Vietnam. AP Group has passed the audit of BSCI, SEDEX, DISNEY, WALMART，NBCU and also has the certificate of FSC, PEFC, GRS.",,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Promotional Soft Cover Recycled Pu Metallic Leather Notebooks Eco Friendly Notebooks With Ribbon,Promotional Soft Cover Recycled Pu Metallic Leather Notebooks Eco Friendly Notebooks With Ribbon,eco friendly; soft cover; bonded leather; business notebook; metallic leather; journal with elastic; high quality journal with ribbon,eco friendly; soft cover; bonded leather; business notebook; metallic leather; journal with elastic; high quality journal with ribbon,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Printed Pu Leather Fashion Design Kids Anime Notebook Glow In The Dark Notebook With PVC Bag,Printed Pu Leather Fashion Design Kids Anime Notebook Glow In The Dark Notebook With PVC Bag,print pu leather; animal journals; carton leather notebook; glow in the dark notebook; notebook for kids; fashion design; notebook with pvc bag,print pu leather; animal journals; carton leather notebook; glow in the dark notebook; notebook for kids; fashion design; notebook with pvc bag,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Stamping Foil Recycled Paper Notebooks PU Cork Gold Edge A5 Notebook With Ribbon,Stamping Foil Recycled Paper Notebooks PU Cork Gold Edge A5 Notebook With Ribbon,a5 notebook; cork pu; stamping foil; recycling paper; kraft card; gilding edge; journal with ribbons,a5 notebook; cork pu; stamping foil; recycling paper; kraft card; gilding edge; journal with ribbons,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
A5 Recycled Paper Spiral Binding Matte Lamination Eco Friendly Hot Stamping Foil Seed Paper Notebooks,A5 Recycled Paper Spiral Binding Matte Lamination Eco Friendly Hot Stamping Foil Seed Paper Notebooks,seed paper; die cutting; flower notebook; spiral binding notebook; stamping foil; matte lamination; textured paper; belly band; eco friendly,seed paper; die cutting; flower notebook; spiral binding notebook; stamping foil; matte lamination; textured paper; belly band; eco friendly,,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Removeable Pin Diy Notebook,Removeable Pin Diy Notebook,"Removeable Pin Diy Notebook Series; AP Group is the top notebook, diary, journal, calendar, planner etc manufacturer in China and Vietnam. AP Group has passed the audit of BSCI, SEDEX, DISNEY, WALMART，NBCU and also has the certificate of FSC, PEFC, GRS.","Removeable Pin Diy Notebook Series; AP Group is the top notebook, diary, journal, calendar, planner etc manufacturer in China and Vietnam. AP Group has passed the audit of BSCI, SEDEX, DISNEY, WALMART，NBCU and also has the certificate of FSC, PEFC, GRS.",,,,"Ap Group (China) Co., Ltd.","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM","Artist Supply,Note Book,Memo Pad,Paper & Paper Product,Gift Stationery,File; Notebook, Journal, Diary, Binder, Calendar etc.; OEM, OBM, ODM"
Waterproof Insulated Bag,Waterproof Insulated Bag,"A lightweight and durable insulated bag with plenty of space to keep lunch and snacks fresh. Advanced with quality thermal insulated interior to help maintain the temperature of food and drinks for multiple hours. Made of water-repellent fabrics to avoid water-based stains, the bag is an ideal choice for picnicking, camping, etc.","A lightweight and durable insulated bag with plenty of space to keep lunch and snacks fresh. Advanced with quality thermal insulated interior to help maintain the temperature of food and drinks for multiple hours. Made of water-repellent fabrics to avoid water-based stains, the bag is an ideal choice for picnicking, camping, etc.",,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Backpack,Backpack,Backpack,Backpack,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non Woven Machine Bag,Non Woven Machine Bag,Material: non-woven; Hard-loop handle bag,Material: non-woven; Hard-loop handle bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Cooler Bag,Cooler Bag,Cooler Bag,Cooler Bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Drawstring Bag,Drawstring Bag,Drawstring Bag,Drawstring Bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non Woven Bag,Non Woven Bag,Material: non-woven; Hard-loop handle bag,Material: non-woven; Hard-loop handle bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non Woven Gift Bag,Non Woven Gift Bag,"Printing: as your request, silk printing.; Usage: promotion, packaging.; Rectangular shape.; Provide ample space for storage.; With two handles for convenient carrying.; Can be printed with logos on the exterior.; Can be folded flat to save space.; Color: customized color.; Size: customized size.","Printing: as your request, silk printing.; Usage: promotion, packaging.; Rectangular shape.; Provide ample space for storage.; With two handles for convenient carrying.; Can be printed with logos on the exterior.; Can be folded flat to save space.; Color: customized color.; Size: customized size.",,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Foldable Promotional Shopping Packaging Bag,Foldable Promotional Shopping Packaging Bag,This shopping bag comes in a rectangular shape and provides ample space for storage. It has a buttoned strap on top for closure and has two handles for convenient carrying. The shopping bag can be printed with logos on the exterior and is excellent for promotion and packaging use.,This shopping bag comes in a rectangular shape and provides ample space for storage. It has a buttoned strap on top for closure and has two handles for convenient carrying. The shopping bag can be printed with logos on the exterior and is excellent for promotion and packaging use.,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Shopping Bag,Shopping Bag,"Bring a 100% biodegradable shopping bag when shopping and establish a more environmental-friendly lifestyle. Crafted from eco-friendly and quality PLA nonwoven fabric for higher durability, this roomy shopping can provide plenty of space for various items and essentials. Also adopts a compact size and foldable design that are convenient for daily use.","Bring a 100% biodegradable shopping bag when shopping and establish a more environmental-friendly lifestyle. Crafted from eco-friendly and quality PLA nonwoven fabric for higher durability, this roomy shopping can provide plenty of space for various items and essentials. Also adopts a compact size and foldable design that are convenient for daily use.",,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non Woven eco bag,Non Woven eco bag,This shopping bag comes in a rectangular shape and provides ample space for storage. It has two handles for convenient carrying. Other patterns can be customized and is excellent for promotion and packaging use.,This shopping bag comes in a rectangular shape and provides ample space for storage. It has two handles for convenient carrying. Other patterns can be customized and is excellent for promotion and packaging use.,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non woven sewing  Bag,Non woven sewing  Bag,"This shopping bag comes in a rectangular shape and provides ample space for storage. It has two handles for convenient carrying. The shopping bag is beautiful, and other patterns can be customized and is excellent for promotion and packaging use.","This shopping bag comes in a rectangular shape and provides ample space for storage. It has two handles for convenient carrying. The shopping bag is beautiful, and other patterns can be customized and is excellent for promotion and packaging use.",,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Garment Bag,Garment Bag,"A practical garment bag to protect the clothing during travel. Specially crafted from thickened and quality nonwoven fabric, this roomy bag can provide adequate space for keeping various delicate items like suits and protect them from dust and getting wrinkled during transport. Also performs excellently in organizing closets and storage space. An ideal helper to make travel with delicate suits and dresses more convenient.","A practical garment bag to protect the clothing during travel. Specially crafted from thickened and quality nonwoven fabric, this roomy bag can provide adequate space for keeping various delicate items like suits and protect them from dust and getting wrinkled during transport. Also performs excellently in organizing closets and storage space. An ideal helper to make travel with delicate suits and dresses more convenient.",,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Non Woven Shopping Bag,Non Woven Shopping Bag,Non Woven Shopping Bag,Non Woven Shopping Bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
Ice Bag,Ice Bag,Ice Bag,Ice Bag,,,,"Fujian Challenge Wolves Tech. Co., Ltd","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM","Backpack,Shopping Bag,Cooler Bag,Halloween Product,Festival Item,Recycled Plastic Product,Bio-Degradable Product,Environmental Friendly Product; Non woven bag.; OEM"
souvenir,souvenir,"souvenir,MGO GARDEN DECORATION,BOY WITH RABBIT, GIRL WITH RABBIT.","souvenir,MGO GARDEN DECORATION,BOY WITH RABBIT, GIRL WITH RABBIT.",,,,"CQC Supply Chain Management Co., Ltd.","Souvenir & Premium, Decoration & Craft, Magnetic Premium; Souvenir items.; OEM","Souvenir & Premium, Decoration & Craft, Magnetic Premium; Souvenir items.; OEM"
Sanwich Mugs,Sanwich Mugs,Hand painted Ceramic Mugs,Hand painted Ceramic Mugs,,,,"Quanzhou Extraworld Imp & Exp Trading Co., Ltd.","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM"
Panda Mugs,Panda Mugs,Ceramic Mugs,Ceramic Mugs,,,,"Quanzhou Extraworld Imp & Exp Trading Co., Ltd.","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM"
Pineapple Mugs,Pineapple Mugs,Hand painted Ceramic Mugs,Hand painted Ceramic Mugs,,,,"Quanzhou Extraworld Imp & Exp Trading Co., Ltd.","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM"
3D mugs,3D mugs,3D Ceramic Mugs,3D Ceramic Mugs,,,,"Quanzhou Extraworld Imp & Exp Trading Co., Ltd.","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM"
Cute Cat mugs,Cute Cat mugs,Hand painted funny Cat Mugs,Hand painted funny Cat Mugs,,,,"Quanzhou Extraworld Imp & Exp Trading Co., Ltd.","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM","Ceramic Flower Vase,Decoration & Craft,Souvenir & Premium,Festival Item; Ceramic arts; OEM"
Tableware Set,Tableware Set,"This quality, soft-squared tableware set is a fantastic choice for any home. The set comes in a contrasting color scheme that infuses space with energy and character, while its glazed finish ensures a smooth, stain-resistant surface—making the tableware set a household favorite for everyday meals and special occasions alike.; Tableware Set—Bali Carmine; Packaging; The brand—Thomson Pottery; Trusted Supplier","This quality, soft-squared tableware set is a fantastic choice for any home. The set comes in a contrasting color scheme that infuses space with energy and character, while its glazed finish ensures a smooth, stain-resistant surface—making the tableware set a household favorite for everyday meals and special occasions alike.; Tableware Set—Bali Carmine; Packaging; The brand—Thomson Pottery; Trusted Supplier",,,,China Pearl (HK) Company Limited,"Mug,Advertising Premium,Environmental Friendly Product; Ceramic Tableware with matching accessories; OEM, ODM","Mug,Advertising Premium,Environmental Friendly Product; Ceramic Tableware with matching accessories; OEM, ODM"
